"","YearStart","LocationAbbr","StratificationCategory1","Stratification1","Soda","Obesity","Overweight","DailyPE","WatchTV","Veg","Fruit","Exercise"
"3588",2015,"NC","Race/Ethnicity","2 or more races",26,15,17.4,27.7,40.7,34,40.2,21.4
"3589",2005,"MT","Grade","11th",NA,10.2,11.6,17.8,25.1,33.2,41.7,NA
"3590",2001,"WY","Race/Ethnicity","Non-Hispanic White",NA,6.1,10.7,30.6,24.1,29.5,38.2,NA
"3591",2003,"MO","Grade","11th",NA,9.4,16.4,18.3,27.8,38.8,42.7,NA
"3592",2015,"US","Race/Ethnicity","Non-Hispanic White",19.7,12.4,15.2,25.4,20,35.8,37,29
"3593",2005,"CO","Grade","9th",NA,9.7,7.9,11.1,25.8,33.6,31.1,NA
"3594",2011,"ME","Total","Total",NA,11.5,14,6.3,24.1,NA,37.5,23.7
"3595",2015,"US","Race/Ethnicity","Non-Hispanic Black",22.7,16.8,17.2,35.8,39.2,47.5,37.8,24.2
"3596",2009,"NJ","Race/Ethnicity","Non-Hispanic Black",22.6,11.1,17.1,NA,54.4,48.8,42.4,NA
"3597",2007,"MS","Race/Ethnicity","Non-Hispanic Black",45,19.4,23.1,27.2,66,53.3,39.5,19.3
"3598",2009,"MT","Race/Ethnicity","Non-Hispanic White",23.5,9.3,11.4,32.5,22.2,33.4,39.3,21.9
"3599",2011,"RI","Grade","9th",21.7,11.5,16.1,19.5,30.7,36.9,35.5,27.4
"3600",2015,"MS","Gender","Male",29.9,21.7,14.9,25.8,30.9,47.6,48.9,28.6
"3601",2009,"NC","Gender","Female",28.8,9.9,15,NA,35.4,42.1,46.7,15.2
"3602",2003,"MI","Grade","12th",NA,11.9,13,20.9,28.4,38.7,38,NA
"3603",2009,"UT","Grade","11th",13.4,5,8.7,8.2,16.9,31.4,34.8,NA
"3604",2007,"ME","Total","Total",19.9,12.6,12.9,6.7,23.6,26.2,38.7,NA
"3605",2015,"NV","Gender","Male",16.1,17.8,15.9,30.7,22.2,39.7,37,35.9
"3606",2007,"AK","Race/Ethnicity","American Indian/Alaska Native",33.2,13.5,21.6,18.2,28.6,51.8,49.6,8.3
"3607",2017,"CO","Grade","10th",NA,9.2,10.3,13.1,14.5,NA,NA,29.1
"3608",2007,"MT","Race/Ethnicity","2 or more races",31.9,12,11.1,38.9,30.7,30.5,39.4,24.1
"3609",2001,"NC","Grade","10th",NA,11.3,15.5,27.8,NA,36.9,45.9,NA
"3610",2017,"TN","Gender","Female",22.7,16.9,18.2,23.3,24.8,48.6,49.6,17.6
"3611",2009,"PA","Race/Ethnicity","Hispanic",30.9,16.3,20,17.9,37.6,52.2,40.8,24.5
"3612",2015,"SC","Gender","Male",26.6,19,18.8,33.2,27.8,51.9,44.4,34
"3613",2005,"MA","Total","Total",NA,11.1,15.4,17.9,32.8,NA,NA,NA
"3614",2003,"OH","Total","Total",NA,13.8,13.1,31.5,32.1,NA,35.4,NA
"3615",2011,"WI","Grade","12th",25.4,10.8,14.9,18.6,23.7,35.5,35.1,20
"3616",2015,"HI","Gender","Male",16.7,17.6,15.6,8.5,21.8,NA,48,26.7
"3617",2009,"OK","Grade","12th",39.7,16.6,19,29.2,24.3,46.6,46.3,24
"3618",2007,"DE","Race/Ethnicity","2 or more races",39.2,18.5,21.7,19.8,53.3,NA,46.6,17.2
"3619",2009,"WY","Total","Total",27,9.7,12.4,22.7,22,33.4,41.3,25.6
"3620",2001,"WY","Gender","Male",NA,9.3,12.1,34,29.8,29.2,37.1,NA
"3621",2003,"VT","Grade","10th",NA,11.9,14.9,16.5,NA,26.1,29.4,NA
"3622",2009,"WI","Race/Ethnicity","Non-Hispanic Black",27.5,13,14,33.9,45.5,48.7,34.8,22
"3623",2009,"MA","Grade","11th",20.2,10.9,12.1,14.5,30.2,NA,NA,NA
"3624",2013,"MT","Race/Ethnicity","Non-Hispanic White",17.3,8.8,12,34.3,21.1,31.9,38.4,27.5
"3625",2013,"RI","Gender","Female",14.4,7.8,17,26.7,26.3,34.8,37.6,15.9
"3626",2013,"AZ","Grade","9th",20.4,10.7,15.6,46.8,25.2,NA,NA,24.2
"3627",2005,"TN","Race/Ethnicity","Non-Hispanic Black",NA,17.8,21,31.3,67.3,53.5,40.5,NA
"3628",2003,"AK","Grade","9th",NA,12.4,15.4,25.7,29.6,37.6,41.6,NA
"3629",2007,"NY","Grade","9th",23.1,10.9,17.8,13.5,41.8,NA,35.8,23.6
"3630",2015,"PR","Grade","10th",26,12.4,15.6,NA,27.5,55,39.2,16
"3631",2015,"GU","Gender","Female",16.1,16.4,22.6,7.2,22.5,42.9,58,15.6
"3632",2005,"MD","Race/Ethnicity","Non-Hispanic Black",NA,15.4,19.7,18.1,65.2,52.3,44.5,NA
"3633",2007,"WY","Race/Ethnicity","Non-Hispanic White",27.4,8.4,10.9,21.5,19.5,34.8,43.9,27
"3634",2017,"WV","Gender","Male",30.1,23.4,13.9,30.8,23.7,47.3,44.6,30.4
"3635",2007,"ND","Grade","9th",29.3,11.1,11.4,NA,29.9,39,36.3,29.6
"3636",2015,"ME","Race/Ethnicity","American Indian/Alaska Native",NA,19.9,15.2,8.8,28.9,NA,42.9,21.5
"3637",2015,"VT","Race/Ethnicity","Asian",9.4,5.5,12.1,NA,NA,18.2,29.4,17.7
"3638",2003,"DE","Race/Ethnicity","Non-Hispanic Black",NA,14.5,21.5,31.3,67.3,47.8,42.1,NA
"3639",2005,"VT","Race/Ethnicity","Non-Hispanic Black",NA,NA,NA,22.2,NA,39.4,40.1,NA
"3640",2011,"IA","Race/Ethnicity","Non-Hispanic White",27.9,11.4,14.1,22.3,21.2,34,35.7,29.2
"3641",2017,"NY","Race/Ethnicity","Hawaiian/Pacific Islander",12.7,4.6,9.9,NA,NA,NA,NA,NA
"3642",2005,"RI","Total","Total",NA,12.8,15.1,19.8,36,33.8,33.9,NA
"3643",2001,"AR","Race/Ethnicity","Non-Hispanic White",NA,12.2,14.5,31.3,36,36.7,48.1,NA
"3644",2015,"MI","Grade","11th",18,14.1,16.9,15,18.9,41.1,43.5,26.3
"3645",2013,"NY","Race/Ethnicity","Asian",10.2,6.5,11.1,32.5,19.1,NA,40.2,16.6
"3646",2001,"MO","Grade","9th",NA,12.8,15.6,38.2,42.5,38,45.8,NA
"3647",2005,"MO","Grade","9th",NA,14.2,18.7,40,42.9,40.4,44.8,NA
"3648",2009,"IN","Race/Ethnicity","Non-Hispanic White",32.4,11.2,14.7,23.1,25.6,38.7,44.4,23.7
"3649",2015,"PR","Race/Ethnicity","Hispanic",29.8,11,14.1,NA,29.4,58.6,41.9,18.3
"3650",2009,"NH","Grade","9th",24,7.1,12.7,37.3,21.4,NA,NA,28.8
"3651",2007,"IA","Grade","10th",33.9,10.4,11.1,22.3,26,37.1,37.9,28.2
"3652",2011,"OH","Grade","10th",24.4,17.5,12.4,21,33.3,42.6,37.9,24.7
"3653",2009,"AR","Gender","Female",32.9,9.9,15.2,21.3,34.7,45.2,46.8,NA
"3654",2017,"TN","Race/Ethnicity","Hispanic",23.2,22,18,28.6,22.5,47,42.5,23.3
"3655",2013,"AK","Gender","Male",20.2,13.4,14.7,20.3,21.2,36.6,37.1,27.7
"3656",2009,"AR","Grade","11th",38.6,13.9,16.2,16.3,33.5,44.7,48.3,NA
"3657",2009,"NC","Race/Ethnicity","Asian",27.5,12.6,10.6,NA,20,35.3,46.6,28.6
"3658",2015,"DC","Race/Ethnicity","Asian",6.2,9.9,11,NA,18.6,35.9,46.8,13.1
"3659",2011,"NC","Grade","9th",30.5,13.5,18.2,NA,37.5,41.5,47.1,27.1
"3660",2015,"DC","Race/Ethnicity","American Indian/Alaska Native",NA,17.5,18,NA,NA,NA,NA,18
"3661",2009,"MI","Race/Ethnicity","Hispanic",33.1,10.8,15.6,31.5,32.9,38.8,37.8,23.6
"3662",2005,"AL","Grade","10th",NA,17.1,17,42.9,45.5,48,53.3,NA
"3663",2013,"AZ","Grade","10th",18.9,7.8,12.2,14.1,28.5,NA,NA,22.2
"3664",2015,"MD","Race/Ethnicity","Asian",7.3,6.2,9.8,18.4,12.3,26.6,37.3,13
"3665",2013,"ID","Grade","9th",13.1,9.5,15.8,27.6,18.5,35.9,34.2,29.2
"3666",2013,"MI","Race/Ethnicity","Non-Hispanic White",19.7,11.5,15,28.4,23.3,34.7,38.8,28.6
"3667",2005,"ID","Gender","Male",NA,8.8,14.9,34.3,24.6,33,39.1,NA
"3668",2011,"DE","Grade","12th",23.6,12.2,13.5,18.5,35.3,NA,48.2,21.6
"3669",2015,"ME","Gender","Male",NA,17.2,14.9,6.5,23.5,NA,39.7,27.4
"3670",2017,"NH","Race/Ethnicity","Non-Hispanic Black",19.6,19.5,15.9,NA,NA,NA,34.9,31.4
"3671",2011,"NM","Grade","10th",27.1,13.7,14.7,26.6,30.7,39.4,42.3,25.5
"3672",2007,"MA","Race/Ethnicity","Hispanic",28,14.4,21.2,17.6,43.3,NA,NA,17.7
"3673",2009,"CO","Grade","12th",23.1,8.7,7.4,18.5,25.5,35.1,37.5,20.4
"3674",2011,"DE","Grade","10th",30.5,13.8,12.9,33.5,35.4,NA,49.2,24.9
"3675",2009,"RI","Grade","12th",18.7,11.6,14.8,22.4,25.1,34,30.8,25.9
"3676",2011,"UT","Grade","12th",15.5,8.5,14,9.5,16.4,31.5,33.3,17.2
"3677",2005,"NM","Race/Ethnicity","2 or more races",NA,16.5,16.3,21.9,29.1,26,41.2,NA
"3678",2011,"MT","Race/Ethnicity","Hispanic",22,10.8,17.3,35.2,24.4,38.1,39.9,32
"3679",2009,"MA","Race/Ethnicity","Non-Hispanic White",19.9,9,12.4,18.5,26,NA,NA,NA
"3680",2013,"MO","Grade","12th",25.9,10.5,17,23.5,24,39.5,45.9,25
"3681",2001,"TX","Grade","12th",NA,15.3,12.5,15.9,41.4,40.6,48,NA
"3682",2013,"NJ","Grade","10th",14.5,9.1,18,48.9,31.5,39.7,35.2,29.4
"3683",2001,"MS","Grade","9th",NA,14.7,15.8,31.3,60,45.3,43.9,NA
"3684",2015,"US","Race/Ethnicity","2 or more races",24,17.5,15.5,29.7,27.9,43.9,39.8,30.4
"3685",2001,"RI","Grade","11th",NA,7,13.3,16,28.8,28.1,30,NA
"3686",2003,"ND","Gender","Male",NA,12.5,11.9,40.1,24.4,34.1,42,NA
"3687",2007,"MI","Gender","Female",23.1,9.7,15.5,26.1,30.5,37.8,39,15.5
"3688",2007,"AZ","Grade","10th",25.5,8.7,13.4,25.4,28.3,39.3,40.6,NA
"3689",2017,"OK","Race/Ethnicity","Non-Hispanic White",24.6,13.7,12.8,27.4,19.6,44.4,53.3,28.9
"3690",2007,"CT","Grade","11th",NA,10.6,14.3,NA,29.4,33.1,35,25
"3691",2007,"VT","Total","Total",24.5,11.5,14.1,18.6,NA,28.8,32.9,25.8
"3692",2013,"MA","Race/Ethnicity","Asian",7.4,7.1,7.6,15.3,21.5,NA,NA,14.7
"3693",2011,"CO","Race/Ethnicity","Non-Hispanic White",20.3,4.7,7.9,NA,17.3,NA,NA,29
"3694",2011,"HI","Gender","Male",21.1,17.7,13.6,9.9,34.8,41.1,42.9,28.8
"3695",2011,"HI","Race/Ethnicity","Asian",14.6,12.3,13.5,7.2,36.9,40.6,48.6,16
"3696",2017,"VT","Total","Total",11.2,12.6,14.1,NA,NA,28.8,35.1,25.4
"3697",2007,"AR","Grade","11th",41.4,18.2,14.4,21.8,34.4,49.2,53.1,NA
"3698",2011,"WY","Grade","10th",24.9,11.8,11.4,15.9,20.9,32.5,36.8,27.2
"3699",2007,"VT","Race/Ethnicity","Hispanic",36,14.9,14.3,20,NA,30.1,34.8,32.2
"3700",2015,"ND","Race/Ethnicity","Hispanic",20.2,16.2,22.7,40.2,21.2,37.7,41.7,30.5
"3701",2011,"MA","Race/Ethnicity","Asian",15.7,5.2,10.5,15.2,24.8,NA,NA,NA
"3702",2003,"TN","Grade","9th",NA,17,17,49.5,51.1,39,45.8,NA
"3703",2011,"OK","Gender","Male",39.7,17.9,17.5,41.1,29.4,38.5,42.5,47.9
"3704",2011,"OK","Race/Ethnicity","Hispanic",29.7,19.6,19.1,37.9,39.2,47,30.2,27.1
"3705",2015,"MT","Grade","11th",20,11.3,14,25.7,21.8,32.9,40.3,27.1
"3706",2011,"WY","Race/Ethnicity","Non-Hispanic White",25.3,10.3,11.4,20.8,18.7,30.2,37.4,26.2
"3707",2015,"NH","Race/Ethnicity","2 or more races",12.9,13.4,15.4,NA,22.9,NA,NA,26
"3708",2017,"SC","Grade","10th",20.5,16,17.9,16.6,24.8,50.8,51.7,21
"3709",2005,"AZ","Race/Ethnicity","2 or more races",NA,12.3,11.4,28.7,18.5,35.2,44.5,NA
"3710",2001,"VT","Grade","10th",NA,10.7,13.1,30.6,NA,26.8,28.6,NA
"3711",2001,"UT","Grade","10th",NA,5.6,9.9,20.3,19.1,28.4,34,NA
"3712",2015,"RI","Race/Ethnicity","Hispanic",15.7,19,19.6,20.7,29.2,50.7,43.6,13.8
"3713",2005,"SC","Race/Ethnicity","Non-Hispanic White",NA,10.4,10.8,22.6,28.4,40,49.6,NA
"3714",2017,"HI","Race/Ethnicity","Hispanic",11.1,13.7,18,7.1,22,40.8,47.7,21.3
"3715",2013,"HI","Grade","9th",19.6,11.9,14.3,9.1,30.7,NA,41.7,24.5
"3716",2013,"VA","Race/Ethnicity","Non-Hispanic White",23.1,10.5,13.5,14,22.4,35.4,39.1,26.5
"3717",2011,"NC","Race/Ethnicity","Hispanic",27.8,16.5,15.9,NA,36.1,38.7,39.1,23
"3718",2015,"GU","Race/Ethnicity","Asian",8.4,14.8,20.2,11.9,22.6,38.5,57.5,22.9
"3719",2007,"DE","Total","Total",32.4,13.2,17.3,28.3,39,NA,46.2,22.8
"3720",2007,"DE","Grade","10th",33.2,14.5,17.2,34.8,36.2,NA,46.5,21.4
"3721",2007,"FL","Race/Ethnicity","Hispanic",27.5,13.1,18.9,18.5,44.1,44.6,39.1,NA
"3722",2007,"WV","Total","Total",45.9,14.5,16.8,25.5,32,39.9,43.9,26.3
"3723",2009,"NC","Grade","11th",30.2,16,12.9,NA,33.7,39.8,51.2,21.6
"3724",2015,"GU","Gender","Male",17.1,23.7,17.4,15.1,24.5,42,50.2,30.1
"3725",2015,"NH","Grade","12th",13.8,11,13.9,NA,18.8,NA,NA,20.3
"3726",2009,"CO","Grade","9th",23,6,13.1,28,26.2,33.9,35.1,32.1
"3727",2013,"HI","Race/Ethnicity","Non-Hispanic White",16.1,7.2,9.5,2.2,28.2,NA,41.8,24.2
"3728",2009,"ME","Race/Ethnicity","2 or more races",NA,15.7,17.9,6.3,26,NA,38.5,24.2
"3729",2015,"GU","Total","Total",16.7,20.4,19.7,11.5,23.6,42.4,53.7,23.5
"3730",2009,"ID","Race/Ethnicity","Hispanic",21.6,13.5,15.8,27.7,36.8,43.5,34.8,25.2
"3731",2005,"WY","Gender","Female",NA,4.2,11.6,16.7,20,33.2,45.1,NA
"3732",2007,"ID","Gender","Male",29.4,15.4,10.3,40.6,25.6,35.4,41.1,31
"3733",2013,"KY","Grade","10th",30.7,19.4,17.4,13.6,25.1,43.5,44,21.8
"3734",2013,"AR","Race/Ethnicity","Non-Hispanic Black",26.2,20.2,20.5,19.2,51.6,49.6,42.4,21.6
"3735",2009,"AR","Race/Ethnicity","Non-Hispanic White",37.5,13.4,15.9,25.2,30.8,43.7,49.9,NA
"3736",2007,"WI","Gender","Female",18.3,7.1,12.5,NA,23.5,38.6,34.9,NA
"3737",2017,"HI","Race/Ethnicity","Non-Hispanic White",8.7,6.6,10,2.2,17.7,29.6,42.7,24.4
"3738",2001,"DE","Gender","Female",NA,8.6,14.4,31,35.9,30.3,36.7,NA
"3739",2013,"KS","Race/Ethnicity","Hispanic",18.6,18.9,20.7,24.8,29.3,41.7,41,25.9
"3740",2001,"VT","Race/Ethnicity","Hispanic",NA,NA,NA,NA,NA,27.8,31.8,NA
"3741",2015,"CT","Total","Total",11.9,12.3,14.3,11.5,21.9,35.2,38.2,25.3
"3742",2013,"DE","Gender","Male",25.2,17.2,15.3,17.5,36.7,NA,35.4,32.7
"3743",2003,"AZ","Grade","10th",NA,10.6,13.9,11.4,38.4,41.4,40.8,NA
"3744",2015,"TN","Gender","Male",31.8,22.7,16.4,28.9,28.9,46.3,43.7,33.9
"3745",2015,"RI","Grade","11th",11.2,10.9,12.7,23.7,23.1,42,39.2,18
"3746",2007,"MA","Gender","Female",18.3,7,14.8,17.8,26.2,NA,NA,13.9
"3747",2017,"NH","Grade","12th",13.6,12.7,14.3,NA,NA,NA,38.1,22.7
"3748",2003,"OK","Race/Ethnicity","Non-Hispanic White",NA,9.8,12.9,29.4,31.7,40.2,51.4,NA
"3749",2011,"NH","Race/Ethnicity","Non-Hispanic White",NA,11.5,14,NA,NA,31.1,36.5,NA
"3750",2007,"NH","Grade","12th",26.9,11.3,12.3,8,22.1,25.5,42.5,19.6
"3751",2005,"SC","Total","Total",NA,12.6,13.6,21.8,41.4,44.8,46.9,NA
"3752",2005,"SC","Gender","Male",NA,16.7,12.6,26.3,41.4,45.3,44.4,NA
"3753",2015,"MA","Grade","12th",15.3,9.9,12.7,19.2,NA,37,41,20.4
"3754",2015,"CT","Race/Ethnicity","Non-Hispanic Black",13.4,12.5,22.6,16.2,33.5,54.1,48.6,24.3
"3755",2011,"ME","Gender","Male",NA,15,15,7,25.8,NA,39.3,30.3
"3756",2009,"MT","Total","Total",25.7,10.3,11.8,32.2,23.7,33.9,39.3,21.1
"3757",2015,"KY","Grade","10th",32,21.6,16.9,16.1,27.2,43.5,49.4,19.5
"3758",2011,"ND","Grade","10th",23.5,12.2,13.3,NA,26.9,41.5,37.2,NA
"3759",2001,"WI","Grade","9th",NA,11.4,15.9,NA,NA,NA,NA,NA
"3760",2011,"DC","Grade","12th",27.7,18.6,19,11.3,40.9,46.6,44.1,14.5
"3761",2015,"DC","Grade","11th",19,15.7,16.8,NA,29.3,48.6,46.6,15.9
"3762",2015,"DE","Grade","9th",18.5,14.9,15.4,18.4,31.3,NA,37.9,29.7
"3763",2005,"RI","Grade","12th",NA,10.9,12.5,20,29.6,30.2,29.5,NA
"3764",2009,"ME","Gender","Female",NA,8,13.5,4.5,21.8,NA,38.1,12.6
"3765",2003,"NY","Grade","9th",NA,15,15.6,22.5,50.8,41.6,34.7,NA
"3766",2015,"MA","Grade","10th",14.5,12.8,15.1,21.9,NA,38.7,34.9,27.3
"3767",2015,"ME","Gender","Female",NA,9.1,14.8,4.9,22.7,NA,38.5,15.6
"3768",2003,"KY","Grade","10th",NA,15.1,16.3,15.4,30.8,43,53.4,NA
"3769",2015,"PR","Total","Total",30.2,11.1,14,NA,29.2,58.5,42,18.3
"3770",2007,"AK","Grade","11th",24.3,10.2,14.7,13.4,21.6,41.8,43.9,16.9
"3771",2003,"DE","Gender","Female",NA,9.4,16.6,25.9,43.9,37.2,45.1,NA
"3772",2003,"RI","Gender","Female",NA,5.4,14.9,20.2,27.3,31.2,33.8,NA
"3773",2003,"IN","Grade","9th",NA,12.1,16.5,47.5,40,41,44.1,NA
"3774",2009,"SC","Grade","11th",31.7,14.8,16.5,11.4,30.3,49.6,49.8,20.2
"3775",2007,"DC","Grade","12th",32.4,17.3,16.6,7,49.7,49.3,43,18.4
"3776",2017,"ME","Grade","10th",NA,14.8,17.2,6.8,24.3,NA,38.6,20
"3777",2009,"IN","Grade","12th",29.9,12,17.1,14.5,26.5,41.2,49.8,18.9
"3778",2003,"NH","Gender","Female",NA,6.5,11.1,NA,23.6,NA,NA,NA
"3779",2015,"DE","Grade","12th",22.6,18.4,14.7,6,27.3,NA,37.7,21.7
"3780",2009,"TN","Race/Ethnicity","Non-Hispanic Black",41.2,19.9,16.7,30.3,63.4,53.3,43.9,22.7
"3781",2011,"MA","Total","Total",18.3,9.9,14.6,17.6,28.4,NA,NA,NA
"3782",2005,"IN","Grade","10th",NA,14.2,14,28.3,33.6,38.9,48.5,NA
"3783",2005,"NM","Gender","Male",NA,17.3,14.6,28,27.5,36.4,44.4,NA
"3784",2009,"HI","Race/Ethnicity","Hawaiian/Pacific Islander",22.2,25.8,17.4,14.3,24.3,41.3,47.1,24.3
"3785",2005,"TX","Race/Ethnicity","Non-Hispanic Black",NA,17.9,16.2,36.8,66,50.1,38.9,NA
"3786",2005,"WV","Total","Total",NA,14.5,15.9,31.7,38.5,34.3,40.8,NA
"3787",2007,"ND","Gender","Female",19.8,7.8,11,NA,20.5,34.6,40.1,12.8
"3788",2009,"ME","Total","Total",NA,12.5,15.1,5.4,25.4,NA,39.9,17.9
"3789",2017,"MA","Grade","12th",11.7,11.3,11.6,16.2,NA,34,38.7,18.3
"3790",2015,"MA","Grade","9th",11.8,8.5,16.8,22.9,NA,37.5,34.4,27.8
"3791",2009,"VT","Gender","Female",15,8.1,12.5,18,NA,26.9,32.3,16.4
"3792",2003,"DC","Grade","10th",NA,14.2,18.2,23.5,48.1,40.2,41,NA
"3793",2011,"KY","Grade","9th",36.5,16.1,15.5,30.1,35.2,41,48.9,24.2
"3794",2009,"MS","Gender","Female",38.1,16.2,16.5,18.5,45.2,46.6,43.7,16
"3795",2015,"CA","Total","Total",14.2,13.9,16.5,38.8,23.1,38.4,32.3,25.3
"3796",2013,"TX","Grade","11th",23.9,13.7,17.2,30.1,29.6,43.9,37,25.7
"3797",2017,"AK","Grade","11th",15.4,14.8,18.4,19.6,26.6,41.7,49.4,15.7
"3798",2011,"NH","Grade","9th",NA,14.1,15.6,NA,NA,31.2,34.9,NA
"3799",2001,"DE","Race/Ethnicity","Non-Hispanic Black",NA,15.5,20.5,36.5,64.7,44,37.4,NA
"3800",2005,"NC","Grade","10th",NA,14.2,15.8,34.4,39.2,NA,NA,NA
"3801",2011,"NJ","Grade","9th",20.1,9.1,16.5,55.7,29.8,30.6,36.5,NA
"3802",2003,"MA","Gender","Male",NA,12.9,15.1,14.6,34.3,NA,NA,NA
"3803",2007,"ME","Gender","Female",13.3,7.4,11.9,6.1,22.9,25.8,35.3,NA
"3804",2005,"WI","Gender","Male",NA,13.7,14.6,64.7,29.4,NA,NA,NA
"3805",2001,"ID","Race/Ethnicity","Non-Hispanic White",NA,7,10.6,29.8,22.1,31.4,39.9,NA
"3806",2013,"KY","Grade","12th",32.8,13.9,15.1,19.9,24.6,44.4,45,24.2
"3807",2015,"GU","Race/Ethnicity","2 or more races",12.5,18.4,20,8.4,20.6,40,54.4,31.9
"3808",2011,"WI","Race/Ethnicity","2 or more races",26.1,8.6,17.2,36.9,34.9,43.7,34.4,28.9
"3809",2007,"NV","Race/Ethnicity","Non-Hispanic Black",25.3,13.3,15.9,NA,54.2,45.1,42.7,23.8
"3810",2007,"TX","Gender","Female",32.6,11.1,15.1,36.3,38.6,45.4,45.9,16.5
"3811",2003,"GA","Race/Ethnicity","Non-Hispanic White",NA,8.7,12.6,30.4,28.4,33.2,45,NA
"3812",2001,"WI","Total","Total",NA,9.5,14.2,NA,NA,NA,NA,NA
"3813",2015,"GU","Grade","10th",18.5,24.2,16.2,9.6,22.1,42.9,56,22.6
"3814",2003,"DC","Grade","12th",NA,13.7,12.6,10.1,60.6,50.6,51.9,NA
"3815",2015,"NV","Gender","Female",11.3,6.3,14.1,27.6,22.1,42.1,42.8,21.2
"3816",2009,"RI","Grade","10th",20.4,9.6,16.3,23.1,29.8,37.8,34.7,22.7
"3817",2005,"DE","Gender","Female",NA,10.4,15.6,28.3,43.3,40.8,50.5,NA
"3818",2003,"MI","Race/Ethnicity","Non-Hispanic White",NA,11.3,13.6,28.1,29.6,34.8,39.3,NA
"3819",2015,"TN","Total","Total",29,18.6,17.1,25.3,29.2,48.1,47.6,25.9
"3820",2015,"VA","Total","Total",17,13,15.1,13.3,23.9,39.9,41.2,25.1
"3821",2005,"NY","Race/Ethnicity","Asian",NA,6.4,13.1,35.5,32,33.2,40.3,NA
"3822",2005,"SD","Gender","Female",NA,7.1,14.1,17.1,20.9,38.2,43.7,NA
"3823",2013,"MA","Grade","11th",13.1,10.9,13.7,17.2,26.2,NA,NA,21.9
"3824",2009,"VT","Race/Ethnicity","Non-Hispanic Black",33.4,9.2,19.1,11.7,NA,35.5,26.4,30.2
"3825",2007,"VT","Race/Ethnicity","American Indian/Alaska Native",NA,NA,NA,NA,NA,NA,33.9,24.9
"3826",2007,"DC","Grade","9th",32.5,18.2,18.2,17,55.1,53.4,49,19
"3827",2009,"PA","Gender","Female",18.8,9.9,16,19.2,28.8,34.1,39.4,20
"3828",2005,"NY","Race/Ethnicity","Hispanic",NA,14.6,17.1,33.2,56.7,51.4,37.8,NA
"3829",2007,"RI","Gender","Female",20.4,7.3,16,21.9,26.7,33.6,39.1,14.3
"3830",2013,"SC","Grade","9th",28.7,13.8,16.6,NA,32.9,46.4,43.8,29.8
"3831",2017,"PR","Grade","11th",21.2,12.3,11.5,0.2,26.3,64.9,58,12.5
"3832",2005,"MA","Race/Ethnicity","Asian",NA,7.8,11.5,14.2,35.1,NA,NA,NA
"3833",2007,"CT","Gender","Male",NA,16,14.8,NA,31.5,33.7,34.2,31.1
"3834",2011,"NY","Race/Ethnicity","Hawaiian/Pacific Islander",20.5,11.9,14.8,47.3,42.3,NA,42.9,25.7
"3835",2001,"DE","Gender","Male",NA,12.9,15.2,32.8,45.8,33.2,31.4,NA
"3836",2003,"WY","Race/Ethnicity","Hispanic",NA,NA,NA,22.6,33.8,36.1,41.5,NA
"3837",2009,"LA","Race/Ethnicity","Non-Hispanic White",41.4,15.9,14.1,40.1,29.2,41,52.5,NA
"3838",2011,"NY","Gender","Female",19.1,8,14.9,17.4,30,NA,34.9,16.2
"3839",2003,"WV","Gender","Female",NA,7.4,14.6,24.7,29.6,30.4,43.9,NA
"3840",2013,"MD","Grade","12th",17.5,10.9,13.6,14.5,29.4,36.2,39.6,20.2
"3841",2013,"NH","Total","Total",NA,11.2,13.8,18.2,NA,NA,NA,22.9
"3842",2017,"NH","Grade","11th",13.2,12.8,13.4,NA,NA,NA,39.2,21.6
"3843",2015,"PR","Grade","12th",29.6,9.9,13.3,NA,27.4,51.8,44.8,17.7
"3844",2003,"WV","Grade","12th",NA,17.2,10.3,17,26.2,31.4,46.7,NA
"3845",2017,"ME","Race/Ethnicity","Asian",NA,12.5,10.7,8.9,17.3,NA,38.3,14.8
"3846",2005,"MA","Gender","Male",NA,14.8,16.4,18.3,34.8,NA,NA,NA
"3847",2009,"MO","Gender","Male",38.8,18.2,14.7,40.4,35,39.3,46,36.6
"3848",2009,"MI","Grade","11th",27.6,12.8,14.7,24.6,28.5,37.2,37.5,21.7
"3849",2007,"CT","Gender","Female",NA,8.1,11.3,NA,28.7,33.2,35.5,17.2
"3850",2017,"NM","Race/Ethnicity","2 or more races",21.1,12.9,14.4,26.7,20.2,36.2,41.7,35.8
"3851",2011,"UT","Race/Ethnicity","Non-Hispanic White",14.3,7.6,11.4,15.1,17.1,30.9,32.9,20.8
"3852",2005,"NY","Grade","10th",NA,11,14.5,17.9,44.4,38.3,38,NA
"3853",2005,"NM","Race/Ethnicity","American Indian/Alaska Native",NA,18.4,19.6,38.1,32.7,39.1,48.4,NA
"3854",2005,"MO","Race/Ethnicity","Non-Hispanic White",NA,12.4,15.9,32.9,28.3,34.8,42.6,NA
"3855",2005,"TN","Grade","9th",NA,14.3,18.9,57.2,43.8,44.2,45.4,NA
"3856",2009,"GA","Race/Ethnicity","Non-Hispanic Black",29.1,13.1,17.7,28.2,52.5,47.7,40.7,23.6
"3857",2013,"HI","Race/Ethnicity","Hawaiian/Pacific Islander",18.7,20.5,15.7,10.4,26.4,NA,43.2,26.2
"3858",2005,"NY","Race/Ethnicity","Non-Hispanic Black",NA,11,17.7,30.3,61,50.6,41.3,NA
